id,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,LONG,LAT
3605,MAGNOLIA URGENT CARE,805-981-5181,2240 EAST GONZALES ROAD,SUITE 120,OXNARD,CA,93036,-119.14688570000001,34.2179536
3606,SAN JOSE MEDICAL GROUP,408-278-3000,625 LINCOLN AVENUE, ,SAN JOSE,CA,95126,-121.9089083,37.318065600000004
3607,SARATOGA WALK-IN CLINIC,408-446-4774,12224 SARATOGA SUNNYVALE ROAD, ,SARATOGA,CA,95070,-122.0314345,37.2905216
3608,FAMILY HEALTH CARE,909-393-4334,2557 CHINO HILLS PARKWAY,SUITE A,CHINO HILLS,CA,91709,-117.74910630000001,33.9841498
3609,FAMILY PRACTICE AND URGENT CARE,818-891-1616,15446 PARTHENIA STREET, ,NORTH HILLS,CA,91343,-118.469148,34.2279136
3610,FAMILY CARE CENTER - WOODBRIDGE WALK-IN,949-857-1248,4870 BARRANCA PARKWAY,SUITE 110,IRVINE,CA,92604,-117.79639329999999,33.6756333
3611,CLINICA MEDICA SAN MIGUEL - VAN NUYS,818-221-4286,8781 VAN NUYS BOULEVARD, ,PANORAMA CITY,CA,91402,-118.4505351,34.229588
3612,STOCKTON URGENT CARE,209-952-9696,1148 WEST HAMMER LANE, ,STOCKTON,CA,95209,-121.3263413,38.0204424
3613,AFTER HOURS PEDIATRICS INCORPORATED,805-374-7874,2125 EAST THOUSAND OAKS BOULEVARD, ,THOUSAND OAKS,CA,91362,-118.8467412,34.175864700000005
3614,DOCTORS MED PLUS MEDICAL CENTER,805-474-8450,877 OAK PARK BOULEVARD, ,PISMO BEACH,CA,93449,-120.6070652,35.131980600000006
3615,CAMINO MEDICAL GROUP URGENT CARE CENTER,408-730-4251,701 EAST EL CAMINO REAL, ,MOUNTAIN VIEW,CA,94040,-122.064609,37.376558700000004
3616,SUTTER COAST HEALTH CENTER,707-464-8818,785 EAST WASHINGTON BOULEVARD, ,CRESCENT CITY,CA,95531,-124.19315320000001,41.7723733
3617,RENOWN HEALTH URGENT CARE - RENO,775-982-6394,975 RYLAND STREET, ,RENO,NV,89502,-119.7990946,39.5240709
3618,CONCENTRA URGENT CARE - SANTA ROSA,707-543-8360,1221 NORTH DUTTON AVENUE, ,SANTA ROSA,CA,95401,-122.73237579999999,38.4465676
3619,SIERRA SAN ANTONIO URGENT CARE,909-434-1150,16465 SIERRA LAKES PARKWAY, ,FONTANA,CA,92336,-117.44553970000001,34.1375672
3620,RENOWN HEALTH URGENT CARE,775-982-5000,1075 NORTH HILLS BOULEVARD,SUITE 180,RENO,NV,89506,-119.84055479999999,39.6053584
3621,LA VERNE FAMILY MEDICAL CENTER,909-596-1941,2187 FOOTHILL BOULEVARD,SUITE B,LA VERNE,CA,91750,-117.7632985,34.1133988
3622,MOUNTAIN VIEW REDICARE,208-542-7000,919 SOUTH UTAH AVENUE,SUITE 100,IDAHO FALLS,ID,83402,-112.04913789999999,43.4888785
3623,CHINO MEDICAL GROUP,909-591-6446,5475 WALNUT AVENUE, ,CHINO,CA,91710,-117.6848405,34.02505479999999
3624,GLENOAKS URGENT CARE,818-546-2626,1100 WEST GLENOAKS BOULEVARD, ,GLENDALE,CA,91202,-118.28033909999998,34.1639341
3625,STUDIO CITY URGENT CARE AND MEDICAL CENTER,818-761-1800,12660 RIVERSIDE DRIVE,SUITE 110,VALLEY VILLAGE,CA,91607,-118.4094668,34.1572854
3626,URGENT CARE MEDICAL CLINIC,626-917-4481,14282 AMAR ROAD, ,LA PUENTE,CA,91746,-117.9685267,34.0486211
3627,AFTER HOURS MEDICAL GROUP,562-945-2128,9200 COLIMA ROAD,SUITE 101,WHITTIER,CA,90605,-118.00523759999999,33.9500688
3628,RENOWN HEALTH URGENT CARE,775-982-5000,10085 DOUBLE R BOULEVARD, ,RENO,NV,89521,-119.759579,39.436696000000005
3629,THE EVERETT CLINIC - MILL CREEK,425-225-8000,15418 MAIN STREET, ,MILL CREEK,WA,98012,-122.22063290000001,47.8576812
3630,FASTER CARE,775-826-9111,15 MCCABE DRIVE,SUITE 100,RENO,NV,89511,-119.76253940000001,39.4271044
3631,COMMUNITY HEALTHCARE CENTER - LAKEWOOD,253-589-7188,10510 GRAVELLY LAKE DRIVE SOUTHWEST, ,LAKEWOOD,WA,98499,-122.5212487,47.161379700000005
3632,THE EVERETT CLINIC - STANWOOD,360-629-1505,7205 265TH STREET NORTHWEST, ,STANWOOD,WA,98292,-122.3307356,48.2374689
3633,THE EVERETT CLINIC - GUNDERSON BUILDING,425-339-5422,3927 RUCKER AVENUE, ,EVERETT,WA,98201,-122.21039499999999,47.9649592
3634,THE EVERETT CLINIC - SILVER LAKE,425-357-3300,1818 121ST STREET SOUTHEAST, ,EVERETT,WA,98208,-122.207158,47.88742379999999
3635,THE EVERETT CLINIC - MARYSVILLE,360-651-7490,4420 76TH STREET NORTHEAST, ,MARYSVILLE,WA,98270,-122.17094640000002,48.0640142
3636,INTERMOUNTAIN HEALTH CARE - HURRICANE INSTACARE,435-635-9100,90 SOUTH 700 WEST, ,HURRICANE,UT,84737,-113.30093059999999,37.1755251
3637,LODI MEMORIAL HOSPITAL - HAM LANE URGENT CARE,209-339-7600,1235 WEST VINE STREET, ,LODI,CA,95240,-121.28790249999999,38.1229309
3638,RENOWN HEALTH URGENT CARE,775-982-5000,202 LOS ALTOS PARKWAY, ,SPARKS,NV,89436,-119.7406716,39.5851236
3639,PEDIATRICS PM,253-848-2303,1910 SOUTH MERIDIAN, ,PUYALLUP,WA,98371,-122.2941396,47.173173999999996
3640,PHYSICIANS IMMEDIATE CARE AND MEDICAL CENTERS,509-628-1362,550 GAGE BOULEVARD, ,RICHLAND,WA,99352,-119.2632683,46.2275144
3641,MED 7 URGENT CARE - CARMICHAEL,916-488-6337,4156 MANZANITA AVENUE, ,CARMICHAEL,CA,95608,-121.3273956,38.640240000000006
3642,MED 7 URGENT CARE - NATOMAS,916-447-6337,4112 EAST COMMERCE WAY, ,SACRAMENTO,CA,95834,-121.51918729999998,38.6448489
3643,MED 7 URGENT CARE - FOLSOM,916-920-6337,2350 EAST BIDWELL STREET,SUITE 100,FOLSOM,CA,95630,-121.1406672,38.665921000000004
3644,FAMILY CARE CENTER,714-668-2500,1190 BAKER STREET,SUITE 100,COSTA MESA,CA,92626,-117.90711940000001,33.6810896
3645,GALLERIA URGENT CARE AND TRIMCARE,702-454-8898,600 WHITNEY RANCH DRIVE,SUITE A1,HENDERSON,NV,89014,-115.0495672,36.064139600000004
3646,YUBA DOCS MEDICAL GROUP,530-274-5020,2090 NEVADA CITY HIGHWAY, ,GRASS VALLEY,CA,95945,-121.0371612,39.23776289999999
3647,EVERGREEN URGENT CARE,541-957-1111,2570 NORTHWEST EDENBOWER BOULEVARD,SUITE 100,ROSEBURG,OR,97470,-123.3648831,43.236942299999995
3648,HIGH DESERT PRIMARY CARE MEDICAL GROUP - HESPERIA,760-948-6606,17095 MAIN STREET,HESPERIA PLAZA,HESPERIA,CA,92345,-117.29054679999999,34.4196185
3649,SUNSET URGENT CARE MEDICAL CLINIC,909-864-0142,7035 PALM AVENUE, ,HIGHLAND,CA,92346,-117.2082676,34.1260779
3650,TOWN CENTER PLAZA URGENT CARE,760-247-4175,19015 TOWN CENTER DRIVE, ,APPLE VALLEY,CA,92308,-117.24846880000001,34.4653567
3651,SAN JUAN URGENT CARE,949-248-9797,32112 CAMINO CAPISTRANO, ,SAN JUAN CAPISTRANO,CA,92675,-117.6620652,33.4962855
3652,DOCTOR MIKES WALK IN CLINIC,760-256-6426,716 EAST MAIN STREET, ,BARSTOW,CA,92311,-117.01882350000001,34.8982657
3653,CONCENTRA MEDICAL CENTER URGENT CARE - WEST,602-272-7662,3532 WEST THOMAS ROAD,SUITE 5,PHOENIX,AZ,85019,-112.1355257,33.481016600000004
3654,ALBERTI CORREA WALK IN CLINIC,928-649-6477,450 SOUTH WILLARD STREET, ,COTTONWOOD,AZ,86326,-112.02775679999999,34.7334081
3655,LONG BEACH MEDICAL CLINIC,562-437-0831,1250 PACIFIC AVENUE, ,LONG BEACH,CA,90813,-118.1933889,33.7821447
3656,MULTI HEALTH CARE MEDICAL GROUP,323-567-8910,3175 FIRESTONE BOULEVARD, ,SOUTH GATE,CA,90280,-118.2136622,33.955139100000004
3657,URGENT CARE AMERICA MEDICAL CLINIC INCORPORATED,562-906-7766,13470 TELEGRAPH ROAD, ,WHITTIER,CA,90605,-118.04460449999999,33.938740700000004
3658,HAMPTON MEDICAL CLINIC,951-784-0444,2671 IOWA AVENUE, ,RIVERSIDE,CA,92507,-117.34059920000001,33.9881995
3659,DOCTOR ROBINSONS FAMILY PRACTICE / URGENT CARE,951-296-9449,40941 WINCHESTER ROAD, ,TEMECULA,CA,92591,-117.15921680000001,33.5261908
3660,DOCTOR MIKES WALK IN CLINIC,760-240-1144,12143 NAVAJO ROAD, ,APPLE VALLEY,CA,92308,-117.18972859999998,34.472457899999995
3661,DOCTOR MIKES WALK IN CLINIC,760-949-1231,15791 BEAR VALLEY ROAD, ,HESPERIA,CA,92345,-117.3191173,34.470335799999994
3662,FRIENDLY MEDICAL CENTER,760-949-7000,15462 MAIN STREET, ,HESPERIA,CA,92345,-117.3259598,34.425971200000006
3663,CORWIN MEDICAL URGENT CARE CENTER,760-252-4000,16070 TUSCOLA ROAD, ,APPLE VALLEY,CA,92307,-117.269623,34.5431023
3664,INDUSTRIAL HEALTH CARE - URGENT CARE,559-896-1414,1850 WHITSON STREET, ,SELMA,CA,93662,-119.61259299999999,36.5657875
3665,CORVALLIS CLINIC IMMEDIATE CARE CLINIC - ASBURY,541-754-1282,3680 NORTHWEST SAMARITAN DRIVE, ,CORVALLIS,OR,97330,-123.25389879999999,44.602549100000005
3666,SANTA CRUZ MEDICAL FOUNDATION - WATSONVILLE,831-458-5865,550 SOUTH GREEN VALLEY ROAD, ,WATSONVILLE,CA,95076,-121.77880970000001,36.9255542
3667,CONCENTRA URGENT CARE - RANCHO CUCAMONGA,909-481-7345,9405 FAIRWAY VIEW PLACE, ,RANCHO CUCAMONGA,CA,91730,-117.5595278,34.0839474
3668,LOMA LINDA UNIVERSITY MEDICAL CENTER - EAST CAMPUS - URGENT CARE,909-558-6644,25333 BARTON ROAD, ,LOMA LINDA,CA,92354,-117.24948,34.04756
3669,HEALTHLINE MEDICAL GROUP,818-997-7711,15211 VANOWEN STREET,SUITE 105,VAN NUYS,CA,91405,-118.46423370000001,34.194516799999995
3670,FAMILY URGENT CARE,661-729-4336,412 WEST AVENUE J,SUITE D,LANCASTER,CA,93534,-118.1335172,34.688819
3671,ANGELES MEDICAL CLINIC,323-264-2670,3444 WHITTIER BOULEVARD, ,LOS ANGELES,CA,90023,-118.1997192,34.0269211
3672,SERRA COMMUNITY MEDICAL CLINIC URGENT CARE,818-768-3000,9375 SAN FERNANDO ROAD, ,SUN VALLEY,CA,91352,-118.39422179999998,34.239331400000005
3673,CHILDRENS HOSPITAL OF ORANGE COUNTY HEALTH ALLIANCE - FAMILY HEALTH CENTER,714-377-9333,17071 SPRINGDALE STREET, ,HUNTINGTON BEACH,CA,92649,-118.0242703,33.714419899999996
3674,A PLUS WALK-IN URGENT CARE - TECHNOLOGY DRIVE,951-696-7587,29955 TECHNOLOGY DRIVE, ,MURRIETA,CA,92563,-117.1380158,33.5601804
3675,PHELPS MEDICAL CENTER,805-388-3732,2275 LAS POSAS ROAD, ,CAMARILLO,CA,93010,-119.03961729999999,34.2367847
3676,DOCTOR OWL PEDIATRICS KIDS URGENT CARE,714-894-7242,6502 BOLSA AVENUE, ,HUNTINGTON BEACH,CA,92647,-118.01542099999999,33.7441237
3677,EISENHOWER EXPRESS CLINIC - INDIAN WELLS,760-837-8953,74785 STATE HIGHWAY 111,SUITE 100,INDIAN WELLS,CA,92210,-116.3601363,33.7206381
3678,EASTBLUFF MEDICAL WALK-IN AND WELLNESS CLINIC,949-200-1655,2507 EASTBLUFF DRIVE,EASTBLUFF PROFESSIONAL BUILDING,NEWPORT BEACH,CA,92660,-117.87645630000002,33.6399513
3679,VICTORY PHYSICIANS,760-327-8755,1199 NORTH INDIAN CANYON DRIVE, ,PALM SPRINGS,CA,92262,-116.54585290000001,33.839166999999996
3680,IRON STONE URGENT CARE,951-778-0032,4121 BROCKTON AVENUE,SUITE 104,RIVERSIDE,CA,92501,-117.38151770000002,33.9810233
3681,IMMEDIATE MEDICAL CARE CENTER - LAKEWOOD,562-633-2273,5203 LAKEWOOD BOULEVARD, ,LAKEWOOD,CA,90712,-118.14317720000001,33.8521709
3682,RIVERSIDE MEDICAL CLINIC URGENT CARE - CANYON SPRINGS,951-697-5454,6405 DAY STREET, ,RIVERSIDE,CA,92507,-117.28009399999999,33.934028399999995
3683,SYLMAR MEDICAL CENTER,818-367-1012,14124 FOOTHILL BOULEVARD, ,SYLMAR,CA,91342,-118.44163799999998,34.31572
3684,SAN JACINTO URGENT CARE,951-665-1440,1695 SOUTH SAN JACINTO AVENUE,SUITE A,SAN JACINTO,CA,92583,-116.9581493,33.7698544
3685,MORENO VALLEY URGENT CARE,951-243-5050,24318 HEMLOCK AVENUE,SUITE E-1,MORENO VALLEY,CA,92557,-117.2388365,33.9431107
3686,PREMIER URGENT CARE - SUN CITY,951-679-9700,29798 HAUN ROAD, ,SUN CITY,CA,92584,-117.174152,33.6880727
3687,LODI URGENT CARE,209-333-2500,900 SOUTH FAIRMONT AVENUE, ,LODI,CA,95240,-121.2854997,38.122456799999995
3688,SOUTHLAND FAMILY AND URGENT CARE,949-951-7111,27660 SANTA MARGARITA PARKWAY, ,MISSION VIEJO,CA,92691,-117.64812620000001,33.6528254
3689,MEMORIAL PROMPT CARE - WESTMINSTER,714-891-9008,15464 GOLDENWEST STREET, ,WESTMINSTER,CA,92683,-118.005894,33.737698200000004
3690,A PLUS WALK-IN URGENT CARE - KALMIA STREET,951-696-7587,41880 KALMIA STREET,SUITE 100,MURRIETA,CA,92562,-117.21538840000001,33.556771000000005
3691,INLAND URGENT CARE - WILDOMAR,951-600-0110,36320 INLAND VALLEY DRIVE,SUITE 307,WILDOMAR,CA,92595,-117.2394155,33.591507799999995
3692,ANDERSON WALK IN MEDICAL CLINIC,530-365-4412,2760 SOUTH BALLS FERRY ROAD, ,ANDERSON,CA,96007,-122.2881098,40.455180600000006
3693,GATEWAY FAMILY MEDICAL CENTER,408-364-7600,1580 WINCHESTER BOULEVARD, ,CAMPBELL,CA,95008,-121.949427,37.29510379999999
3694,FIRST CARE WALK IN MEDICAL GROUP,661-799-1776,22840 SOLEDAD CANYON ROAD, ,SAUGUS,CA,91350,-118.5364881,34.4216358
3695,PALO ALTO MEDICAL CLINIC,650-853-2959,795 EL CAMINO REAL, ,PALO ALTO,CA,94301,-122.1611751,37.4401736
3696,PAMONA VALLEY HEALTH CENTER URGENT CARE,909-630-7868,3110 CHINO AVENUE,SUITE 150B,CHINO HILLS,CA,91709,-117.74051709999999,34.0098456
3697,UNIVERSITY MEDICAL CENTER QUICK CARE - SPRING VALLEY,702-383-3645,4180 SOUTH RAINBOW BOULEVARD,SUITE 810,LAS VEGAS,NV,89103,-115.24178619999999,36.112612899999995
3698,CONCENTRA URGENT CARE - ROHNERT PARK,707-586-4320,6174 STATE FARM DRIVE, ,ROHNERT PARK,CA,94928,-122.70559420000001,38.3500193
3699,GREAT FALLS CLINIC - HELENA URGENT CARE,406-443-5354,39 NEILL AVENUE, ,HELENA,MT,59601,-112.03694309999999,46.5928028
3700,GREAT FALLS CLINIC - FOCUSED MEDICAL CARE,406-494-3768,3703 HARRISON AVENUE, ,BUTTE,MT,59701,-112.50853159999998,45.9698356
3701,SUNSIDE URGENT CARE,805-486-9100,650 HOBSON WAY,SUITE 209,OXNARD,CA,93030,-119.1876747,34.195715
3702,LINDSAY URGENT CARE,559-562-9395,825 SEQUOIA AVENUE, ,LINDSAY,CA,93247,-119.0964864,36.2133658
3703,OROSI URGENT CARE MEDICAL CENTER,559-528-6966,41696 ROAD 128, ,OROSI,CA,93647,-119.286573,36.5468889
3704,URGENT CARE AND OCCUPATIONAL MEDICINE OF AUBURN REGIONAL MEDICAL CENTER,253-874-2000,1413 SOUTH 348TH STREET, ,FEDERAL WAY,WA,98003,-122.3155284,47.2892336
3705,WESTCARE CLINIC,360-357-9392,3000 LIMITED LANE NORTHWEST, ,OLYMPIA,WA,98502,-122.93926699999999,47.048212
3706,CENTRAL KITSAP URGENT CARE,360-692-9852,10513 SILVERDALE WAY NORTHWEST,SUITE 11,SILVERDALE,WA,98383,-122.68712620000001,47.6589258
3707,RIVERSIDE MEDICAL CLINIC URGENT CARE - RIVERSIDE,951-683-6370,7117 BROCKTON AVENUE, ,RIVERSIDE,CA,92506,-117.39509709999999,33.9432754
3708,SHARP REES-STEALY MEDICAL GROUP - DOWNTOWN,619-446-1575,2001 4TH AVENUE, ,SAN DIEGO,CA,92101,-117.160807,32.726813899999996
3709,FIRSTCARE - SOUTH,509-448-6699,3016 EAST 57TH AVENUE,SUITE 24,SPOKANE,WA,99223,-117.36644709999999,47.6019131
3710,FIRSTCARE - LIBERTY LAKE,509-473-5850,2207 NORTH MOLTER ROAD, ,LIBERTY LAKE,WA,99019,-117.0912757,47.677318400000004
3711,GATEWAY URGENT CARE,530-582-2070,11105 DONNER PASS ROAD, ,TRUCKEE,CA,96161,-120.2040409,39.3257565
3712,URGENT CARE MAT-SU REGIONAL,907-352-2880,950 EAST BOGARD ROAD, ,WASILLA,AK,99654,-149.4243049,61.587018900000004
3713,URGENT CARE AT LAKE LUCILLE,907-373-4200,185 EAST PARKS HIGHWAY, ,WASILLA,AK,99654,-149.4473602,61.58125749999999
3714,PHYSICIANS IMMEDIATE CARE CENTER,208-237-7911,134 WEST CHUBBUCK ROAD, ,CHUBBUCK,ID,83202,-112.46754490000001,42.92077570000001
3715,US HEALTHWORKS MEDICAL GROUP - PERRIS VALLEY,951-571-2450,16420 PERRIS BOULEVARD, ,MORENO VALLEY,CA,92551,-117.2257741,33.882794
3716,US HEALTHWORKS MEDICAL GROUP - SPOKANE VALLEY (VERADALE),509-924-7010,15425 EAST MISSION AVENUE, ,VERADALE,WA,99037,-117.1971356,47.6670114
3717,HEALTHCARE EXPRESS CLINIC,702-616-1905,1320 EAST PEBBLE ROAD,SUITE 100,LAS VEGAS,NV,89123,-115.1348497,36.0284084
3718,MARICOPA URGENT CARE,520-381-3811,21300 NORTH JOHN WAYNE PARKWAY,SUITE 112,MARICOPA,AZ,85239,-112.04355520000001,33.0746817
3719,STATELINE MEDICAL CENTER,775-588-3561,155 UNITED STATES HIGHWAY 50, ,STATELINE,NV,89449,-119.93455039999999,38.971221500000006
3720,MEDCARE MEDICAL CENTER,916-783-0101,1907 DOUGLAS BOULEVARD,SUITE 70,ROSEVILLE,CA,95661,-121.2577112,38.7452043
3721,HARMON MEDICAL CENTER,702-796-1116,150 EAST HARMON AVENUE, ,LAS VEGAS,NV,89109,-115.16581029999999,36.108758200000004
3722,EISENHOWER EXPRESS CLINIC - CATHEDRAL CITY,760-328-1000,67780 EAST PALM CANYON DRIVE, ,CATHEDRAL CITY,CA,92234,-116.4808027,33.7879388
3723,EISENHOWER EXPRESS CLINIC - LA QUINTA,760-564-7000,78822 STATE HIGHWAY 111, ,LA QUINTA,CA,92253,-116.29022069999999,33.7114834
3724,WENDOVER COMMUNITY HEALTH CENTER,775-664-2220,925 WELLS AVENUE, ,WEST WENDOVER,NV,89883,-114.0754507,40.73900689999999
3725,THE DOCTORS CLINIC PROMPT CARE,360-782-3400,1651 NORTHEAST BENTLEY DRIVE, ,BREMERTON,WA,98311,-122.62828490000001,47.62576729999999
3726,EXPRESS LANE URGENT CARE,209-664-1550,711 EAST HAWKEYE AVENUE, ,TURLOCK,CA,95380,-120.84020079999999,37.5075732
3727,BRISTOL PARK MEDICAL GROUP - CROWN VALLEY,949-582-2002,26991 CROWN VALLEY PARKWAY, ,MISSION VIEJO,CA,92691,-117.6697379,33.562396
3728,MED 7 URGENT CARE - ROSEVILLE,916-772-6337,1101 SMITH LANE, ,ROSEVILLE,CA,95661,-121.2749455,38.738171799999996
3729,FAMILY CARE CENTER,714-378-5330,18255 BROOKHURST STREET,HOAG HEALTH CENTER,FOUNTAIN VALLEY,CA,92708,-117.9546854,33.698092100000004
3730,BRISTOL PARK MEDICAL GROUP - FOUNTAIN VALLEY,714-549-1300,11420 WARNER AVENUE, ,FOUNTAIN VALLEY,CA,92708,-117.92995690000001,33.715648200000004
3731,FAMILY CARE AND URGENT MEDICAL CLINICS - CASCADE PARK,360-253-2822,406 SOUTHEAST 131ST AVENUE,SUITE A101,VANCOUVER,WA,98683,-122.53865929999999,45.61893320000001
3732,FAMILY CARE AND URGENT MEDICAL CLINICS - MINNEHAHA,360-695-9922,4421 NORTHEAST SAINT JOHNS ROAD,SUITE F,VANCOUVER,WA,98661,-122.63555670000001,45.6542882
3733,PHYSICIANS IMMEDIATE CARE AND MEDICAL CENTERS,509-946-7646,310 TORBETT STREET, ,RICHLAND,WA,99352,-119.2784003,46.2928281
3734,CLINICA MEDICA SAN MIGUEL - RITA,323-582-4980,7119 RITA AVENUE,SUITE E,HUNTINGTON PARK,CA,90255,-118.2241293,33.974843299999996
3735,VALLEY MEDICAL CENTER,509-453-1770,2 EAST VALLEY MALL BOULEVARD, ,UNION GAP,WA,98903,-120.478703,46.562789
3736,LAKESIDE COMMUNITY HEALTH CENTER AND URGENT CARE,818-295-5920,191 SOUTH BUENA VISTA STREET,SUITE 150,BURBANK,CA,91505,-118.328551,34.1585829
3737,URGENT CARE MEDICAL CENTER,626-281-0090,1118 SOUTH GARFIELD AVENUE,SUITE 201,ALHAMBRA,CA,91801,-118.1227531,34.08198970000001
3738,US HEALTHWORKS MEDICAL GROUP - SANTA CLARA,408-988-6868,988 WALSH AVENUE, ,SANTA CLARA,CA,95050,-121.95115179999999,37.3691941
3739,US HEALTHWORKS MEDICAL GROUP - VERNON,323-585-7162,3851 SOTO STREET, ,VERNON,CA,90058,-118.22009950000002,34.00711939999999
3740,US HEALTHWORKS MEDICAL GROUP - MORENO VALLEY,951-653-5291,6485 DAY STREET,SUITE 302,RIVERSIDE,CA,92507,-117.27947549999999,33.9318402
3741,US HEALTHWORKS MEDICAL GROUP - CHINO,909-628-6011,15341 CENTRAL AVENUE,BUILDING B,CHINO,CA,91710,-117.68834740000001,33.9756102
3742,US HEALTHWORKS MEDICAL GROUP - GILROY,408-848-0444,7793 WREN AVENUE, ,GILROY,CA,95020,-121.5871324,37.0131829
3743,US HEALTHWORKS MEDICAL GROUP - IRVINE,949-863-9103,2362 MORSE AVENUE, ,IRVINE,CA,92614,-117.84918429999999,33.6816684
3744,US HEALTHWORKS MEDICAL GROUP - IRWINDALE,626-812-0366,6520 NORTH IRWINDALE AVENUE, ,IRWINDALE,CA,91702,-117.933196,34.1314835
3745,US HEALTHWORKS MEDICAL GROUP - LAKE FOREST,949-581-3011,22741 LAMBERT STREET, ,LAKE FOREST,CA,92630,-117.7135057,33.632346000000005
3746,US HEALTHWORKS MEDICAL GROUP - MURIETA,951-600-9070,25285 MADISON AVENUE,SUITE 101,MURRIETA,CA,92562,-117.1971085,33.5531876
3747,US HEALTHWORKS MEDICAL GROUP - ONTARIO NORTH,909-945-5011,3200 INLAND EMPIRE BOULEVARD,SUITE 100,ONTARIO,CA,91764,-117.58062360000001,34.07070770000001
3748,US HEALTHWORKS MEDICAL GROUP - ORANGE,714-288-8303,1045 NORTH TUSTIN AVENUE, ,ORANGE,CA,92867,-117.8353197,33.8042955
3749,US HEALTHWORKS MEDICAL GROUP - OXNARD,805-983-2234,1851 NORTH LOMBARD STREET,SUITE 100,OXNARD,CA,93030,-119.14992340000002,34.2183339
3750,US HEALTHWORKS MEDICAL GROUP - RIVERSIDE,951-781-2200,1760 CHICAGO AVENUE,SUITE J3,RIVERSIDE,CA,92507,-117.34782240000001,33.9952471
3751,US HEALTHWORKS MEDICAL GROUP - SAN BERNARDINO,909-889-2665,599 INLAND CENTER DRIVE,SUITE 105,SAN BERNARDINO,CA,92408,-117.2954158,34.0902544
3752,US HEALTHWORKS MEDICAL GROUP - BELLEVUE,425-865-8060,1925 140TH AVENUE NORTHEAST, ,BELLEVUE,WA,98005,-122.15419240000001,47.627387799999994
3753,US HEALTHWORKS MEDICAL GROUP - FEDERAL WAY,253-839-2727,1300 SOUTH 320TH STREET, ,FEDERAL WAY,WA,98003,-122.3163598,47.315553200000004
3754,US HEALTHWORKS MEDICAL GROUP - KENT,253-852-1824,24031 104TH AVE SOUTHEAST, ,KENT,WA,98030,-122.2026543,47.3861439
3755,US HEALTHWORKS MEDICAL GROUP - LYNNWOOD,425-774-8758,4320 196TH STREET SOUTHWEST,SUITE D,LYNNWOOD,WA,98036,-122.29168840000001,47.8205196
3756,DOCTORS ON DUTY - MONTEREY,831-372-6700,2260 NORTH FREMONT STREET, ,MONTEREY,CA,93940,-121.8570494,36.5967665
3757,CORNELL URGENT CARE,503-646-8500,13305 NORTHWEST CORNELL ROAD, ,PORTLAND,OR,97229,-122.8122679,45.525806700000004
3758,US HEALTHWORKS MEDICAL GROUP - PUYALLUP,253-840-1840,3850 SOUTH MERIDIAN, ,PUYALLUP,WA,98373,-122.29396329999999,47.155515799999996
3759,US HEALTHWORKS MEDICAL GROUP - REDMOND,425-882-0100,15937 REDMOND WAY, ,REDMOND,WA,98052,-122.1281717,47.674349600000006
3760,US HEALTHWORKS MEDICAL GROUP - AURORA,206-784-0737,8313 AURORA AVENUE NORTH, ,SEATTLE,WA,98103,-122.34487649999998,47.6895588
3761,US HEALTHWORKS MEDICAL GROUP - DENNY WAY,206-682-7418,1151 DENNY WAY, ,SEATTLE,WA,98109,-122.33362120000001,47.618261700000005
3762,US HEALTHWORKS MEDICAL GROUP - SOUTH HILL,509-747-0770,2005 EAST 29TH AVENUE, ,SPOKANE,WA,99203,-117.38147920000002,47.6284191
3763,US HEALTHWORKS MEDICAL GROUP - NORTH SIDE,509-467-4545,9222 NORTH NEWPORT HIGHWAY,SUITE 1,SPOKANE,WA,99218,-117.409047,47.7411969
3764,MEADOWBROOK URGENT CARE,425-831-0777,209 MAIN AVENUE SOUTH, ,NORTH BEND,WA,98045,-121.7868928,47.4942279
3765,CLINICA MEDICA SAN MIGUEL - WASHINGTON,323-589-3203,115 EAST WASHINGTON BOULEVARD, ,LOS ANGELES,CA,90015,-118.264051,34.030983899999995
3766,CLINICA MEDICA SAN MIGUEL - WESTERN AVENUE,323-730-9000,2618 SOUTH WESTERN AVENUE, ,LOS ANGELES,CA,90018,-118.3087203,34.0319589
3767,US HEALTHWORKS MEDICAL GROUP - TACOMA,253-475-5908,2624 SOUTH 38TH STREET, ,TACOMA,WA,98409,-122.47276540000001,47.2220708
3768,WEST VALLEY URGENT CARE,623-815-9073,12133 WEST BELL ROAD,SUITE 101,SURPRISE,AZ,85374,-112.32317720000002,33.638324100000006
3769,SAMARITAN URGENT CARE,509-793-9790,1550 SOUTH PIONEER WAY,SUITE 100,MOSES LAKE,WA,98837,-119.2605687,47.112123600000004
3770,FAMILY URGENT CARE AND INDUSTRIAL MEDICAL GROUP,818-808-2828,15450 VENTURA BOULEVARD,SUITE 102,SHERMAN OAKS,CA,91403,-118.4703101,34.1542218
3771,PROVIDENCE MILL CREEK WALK IN CLINIC,425-316-5150,12800 BOTHELL EVERETT HIGHWAY, ,EVERETT,WA,98208,-122.20775890000002,47.881380799999995
3772,TALBERT MEDICAL GROUP WALK-IN CENTER - COMPTON,310-537-1337,818 WEST ALONDRA BOULEVARD, ,COMPTON,CA,90220,-118.2377472,33.8881681
