Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,Phone_Number,Condition,Score,Sample,Location,Hospital_overall_rating
120001,"THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST",HONOLULU,HI,96813,8085389011,"Emergency Department",18,480,"1301 PUNCHBOWL ST
HONOLULU, HI
(21.307577, -157.855232)",5
111333,"JEFF DAVIS HOSPITAL","163 SOUTH TALLAHASSEE STREET, P O BOX 1690",HAZLEHURST,GA,31539,9123757781,"Emergency Department",50,441,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690
HAZLEHURST, GA
(31.857893, -82.607397)",3
121303,"MOLOKAI GENERAL HOSPITAL","280 HOME OLU PLACE",KAUNAKAKAI,HI,96748,8085535331,"Emergency Department","Not Available","Not Available","280 HOME OLU PLACE
KAUNAKAKAI, HI
(21.09376, -157.017982)","Not Available"
130002,"ST LUKE'S MAGIC VALLEY RMC","801 POLE LINE ROAD WEST","TWIN FALLS",ID,83301,2088141000,"Emergency Department",36,527,"801 POLE LINE ROAD WEST
TWIN FALLS, ID
(42.591595, -114.496998)",4
120007,"KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET",HONOLULU,HI,96817,8085362236,"Emergency Department",28,392,"347 NORTH KUAKINI STREET
HONOLULU, HI
(21.322211, -157.856211)",3
130025,"MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET",REXBURG,ID,83440,2083596900,"Emergency Department",20,1368,"450 EAST MAIN STREET
REXBURG, ID
(43.826053, -111.773286)",5
121302,"KOHALA HOSPITAL","54-383 HOSPITAL ROAD",KAPAAU,HI,96755,8088896211,"Emergency Department","Not Available","Not Available","54-383 HOSPITAL ROAD
KAPAAU, HI
(20.231737, -155.797253)","Not Available"
121300,"KAUAI VETERANS MEMORIAL HOSPITAL","4643 WAIMEA CANYON DRIVE",WAIMEA,HI,96796,8083389431,"Emergency Department",20,405,"4643 WAIMEA CANYON DRIVE
WAIMEA, HI
(21.960079, -159.670055)",3
120002,"MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET",WAILUKU,HI,96793,8084425101,"Emergency Department",37,402,"221 MAHALANI STREET
WAILUKU, HI
(20.884455, -156.488087)",3
131319,"MINIDOKA MEMORIAL HOSPITAL","1224 8TH STREET",RUPERT,ID,83350,2084360481,"Emergency Department","Not Available","Not Available","1224 8TH STREET
RUPERT, ID
(42.619625, -113.685362)","Not Available"
131307,"WEISER MEMORIAL HOSPITAL","645 EAST 5TH STREET",WEISER,ID,83672,2085490370,"Emergency Department","Not Available","Not Available","645 EAST 5TH STREET
WEISER, ID
(44.248761, -116.961735)","Not Available"
131327,"GRITMAN MEDICAL CENTER","700 SOUTH MAIN STREET",MOSCOW,ID,83843,2088824511,"Emergency Department","Not Available","Not Available","700 SOUTH MAIN STREET
MOSCOW, ID
(46.728704, -117.001406)",4
131314,"SHOSHONE MEDICAL CENTER","25 JACOBS GULCH ROAD",KELLOGG,ID,83837,2087841221,"Emergency Department","Not Available","Not Available","25 JACOBS GULCH ROAD
KELLOGG, ID
(47.547123, -116.131409)","Not Available"
131313,"TETON VALLEY HOSPITAL","120 EAST HOWARD AVE",DRIGGS,ID,83422,2083542383,"Emergency Department",9,251,"120 EAST HOWARD AVE
DRIGGS, ID
(43.727285, -111.108608)","Not Available"
131316,"BEAR LAKE MEMORIAL HOSPITAL","164 SOUTH FIFTH STREET",MONTPELIER,ID,83254,2088471630,"Emergency Department",0,172,"164 SOUTH FIFTH STREET
MONTPELIER, ID
(42.316242, -111.300847)","Not Available"
130049,"KOOTENAI HEALTH","2003 KOOTENAI HEALTH WAY","COEUR D'ALENE",ID,83814,2086254000,"Emergency Department",32,397,"2003 KOOTENAI HEALTH WAY
COEUR D'ALENE, ID
(47.694597, -116.792669)",4
121305,"LANAI COMMUNITY HOSPITAL","628 7TH STREET","LANAI CITY",HI,96763,8085658450,"Emergency Department","Not Available","Not Available","628 7TH STREET
LANAI CITY, HI
(20.826883, -156.917611)","Not Available"
130007,"SAINT ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD",BOISE,ID,83706,2083672121,"Emergency Department",34,132,"1055 NORTH CURTIS ROAD
BOISE, ID
(43.614072, -116.253622)",3
131326,"CASSIA REGIONAL HOSPITAL","1501 HILAND AVENUE",BURLEY,ID,83318,2086784444,"Emergency Department",25,497,"1501 HILAND AVENUE
BURLEY, ID
(42.534204, -113.783419)",4
131309,"CARIBOU MEMORIAL HOSPITAL","300 SOUTH 3RD WEST","SODA SPRINGS",ID,83276,2085473341,"Emergency Department","Not Available","Not Available","300 SOUTH 3RD WEST
SODA SPRINGS, ID
(42.652235, -111.613354)","Not Available"
131304,"POWER COUNTY HOSPITAL DISTRICT","510 ROOSEVELT STREET","AMERICAN FALLS",ID,83211,2082263200,"Emergency Department","Not Available","Not Available","510 ROOSEVELT STREET
AMERICAN FALLS, ID
(42.781902, -112.848285)","Not Available"
131325,"BINGHAM MEMORIAL HOSPITAL","98 POPLAR STREET",BLACKFOOT,ID,83221,2087853804,"Emergency Department","Not Available","Not Available","98 POPLAR STREET
BLACKFOOT, ID
(43.192952, -112.347442)",4
131324,"LOST RIVERS MEDICAL CENTER","551 HIGHLAND DRIVE",ARCO,ID,83213,2085278206,"Emergency Department","Not Available","Not Available","551 HIGHLAND DRIVE
ARCO, ID
(43.640552, -113.296253)","Not Available"
131320,"CLEARWATER VALLEY HOSPITAL & CLINICS","301 CEDAR STREET",OROFINO,ID,83544,2084764555,"Emergency Department","Not Available","Not Available","301 CEDAR STREET
OROFINO, ID
(46.487315, -116.259916)",3
131303,"NELL J REDFIELD MEMORIAL HOSPITAL","150 NORTH 200 WEST",MALAD,ID,83252,2087662231,"Emergency Department",8,241,"150 NORTH 200 WEST
MALAD, ID
(42.18983, -112.24941)","Not Available"
130018,"EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","IDAHO FALLS",ID,83404,2085296111,"Emergency Department",5,568,"3100 CHANNING WAY
IDAHO FALLS, ID
(43.470276, -111.990159)",4
131301,"BOUNDARY COMMUNITY HOSPITAL","6640 KANIKSU STREET","BONNERS FERRY",ID,83805,2082674850,"Emergency Department","Not Available","Not Available","6640 KANIKSU STREET
BONNERS FERRY, ID
(48.70257, -116.322084)","Not Available"
131315,"SYRINGA GENERAL HOSPITAL","607 W MAIN STREET",GRANGEVILLE,ID,83530,2089831700,"Emergency Department",28,229,"607 W MAIN STREET
GRANGEVILLE, ID
(45.926789, -116.126994)",4
130006,"ST LUKE'S REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET",BOISE,ID,83712,2083812222,"Emergency Department",24,534,"190 EAST BANNOCK STREET
BOISE, ID
(43.612157, -116.192202)",5
131305,"STEELE MEMORIAL MEDICAL CENTER","203 SOUTH DAISY STREET",SALMON,ID,83467,2087565600,"Emergency Department",19,290,"203 SOUTH DAISY STREET
SALMON, ID
(45.173311, -113.890918)",4
121308,"KULA HOSPITAL","100 KOKEA PLACE",KULA,HI,96790,8088781221,"Emergency Department","Not Available","Not Available","100 KOKEA PLACE
KULA, HI
(20.701994, -156.357099)","Not Available"
121307,"HALE HO'OLA HAMAKUA","45-547 PLUMERIA STREET",HONOKAA,HI,96727,8089324100,"Emergency Department","Not Available","Not Available","45-547 PLUMERIA STREET
HONOKAA, HI
(20.076271, -155.470595)","Not Available"
131322,"FRANKLIN COUNTY MEDICAL CENTER","44 NORTH FIRST EAST",PRESTON,ID,83263,2088520137,"Emergency Department","Not Available","Not Available","44 NORTH FIRST EAST
PRESTON, ID
(42.098379, -111.875467)","Not Available"
161372,"BOONE COUNTY HOSPITAL","1015 UNION STREET",BOONE,IA,50036,5154323140,"Emergency Department",18,503,"1015 UNION STREET
BOONE, IA
(42.055581, -93.876153)",3
430016,"AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  POST OFFICE BOX 5045","SIOUX FALLS",SD,57117,6053228000,"Emergency Department",17,406,"1325 S CLIFF AVE POST OFFICE BOX 5045
SIOUX FALLS, SD
(43.534607, -96.711304)",3
131310,"ST LUKE'S JEROME","709 NORTH LINCOLN AVENUE",JEROME,ID,83338,2088149500,"Emergency Department","Not Available","Not Available","709 NORTH LINCOLN AVENUE
JEROME, ID
(42.730293, -114.51849)","Not Available"
131328,"BONNER GENERAL HOSPITAL","520 NORTH THIRD AVENUE",SANDPOINT,ID,83864,2082631441,"Emergency Department",27,393,"520 NORTH THIRD AVENUE
SANDPOINT, ID
(48.277485, -116.550314)",4
131311,"ST LUKE'S ELMORE MEDICAL CENTER","895 NORTH 6TH EAST","MOUNTAIN HOME",ID,83647,2085878401,"Emergency Department","Not Available","Not Available","895 NORTH 6TH EAST
MOUNTAIN HOME, ID
(43.138341, -115.692485)",2
131308,"CASCADE MEDICAL CENTER","402 LAKE CASCADE PARKWAY",CASCADE,ID,83611,2083824242,"Emergency Department","Not Available","Not Available","402 LAKE CASCADE PARKWAY
CASCADE, ID
(44.517921, -116.048938)","Not Available"
123300,"KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN","1319 PUNAHOU STREET",HONOLULU,HI,96826,8089836000,"Emergency Department","Not Available","Not Available","1319 PUNAHOU STREET
HONOLULU, HI
(21.300394, -157.834243)","Not Available"
131321,"ST MARY'S HOSPITAL","701 LEWISTON ST",COTTONWOOD,ID,83522,2089623251,"Emergency Department","Not Available","Not Available","701 LEWISTON ST
COTTONWOOD, ID
(46.050371, -116.351645)",2
121306,"SAMUEL MAHELONA MEMORIAL HOSPITAL","4800 KAWAIHAU ROAD",KAPAA,HI,96746,8088224961,"Emergency Department",17,408,"4800 KAWAIHAU ROAD
KAPAA, HI
(22.087619, -159.314204)","Not Available"
130028,"PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY",POCATELLO,ID,83201,2082391446,"Emergency Department",15,402,"777 HOSPITAL WAY
POCATELLO, ID
(42.872621, -112.4189)",4
130003,"ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET",LEWISTON,ID,83501,2087995300,"Emergency Department",16,368,"415 SIXTH STREET
LEWISTON, ID
(46.417121, -117.024997)",4
131318,"VALOR HEALTH","1202 EAST LOCUST STREET",EMMETT,ID,83617,2083653561,"Emergency Department",18,188,"1202 EAST LOCUST STREET
EMMETT, ID
(43.879079, -116.485311)","Not Available"
131317,"BENEWAH COMMUNITY HOSPITAL","229 SOUTH 7TH STREET","ST MARIES",ID,83861,2082455551,"Emergency Department",23,261,"229 SOUTH 7TH STREET
ST MARIES, ID
(47.314613, -116.566678)",3
131312,"ST LUKE'S MCCALL","1000 STATE STREET","MC CALL",ID,83638,2086342221,"Emergency Department","Not Available","Not Available","1000 STATE STREET
MC CALL, ID
(44.888515, -116.105956)","Not Available"
140001,"GRAHAM HOSPITAL ASSOCIATION","210 WEST WALNUT STREET",CANTON,IL,61520,3096475240,"Emergency Department",9,645,"210 WEST WALNUT STREET
CANTON, IL
(40.553293, -90.038115)",3
140033,"VISTA MEDICAL CENTER WEST","2615 WASHINGTON ST",WAUKEGAN,IL,60085,8472493900,"Emergency Department",11,418,"2615 WASHINGTON ST
WAUKEGAN, IL
(42.359402, -87.866605)","Not Available"
140040,"GALESBURG COTTAGE HOSPITAL","695 N KELLOGG ST",GALESBURG,IL,61401,3093454555,"Emergency Department",17,428,"695 N KELLOGG ST
GALESBURG, IL
(40.955483, -90.366199)",3
430077,"REGIONAL HEALTH RAPID CITY HOSPITAL","353 FAIRMONT BLVD  POST OFFICE BOX 6000","RAPID CITY",SD,57701,6057551000,"Emergency Department",20,403,"353 FAIRMONT BLVD POST OFFICE BOX 6000
RAPID CITY, SD
(44.05861, -103.224964)",4
140019,"HSHS GOOD SHEPHERD HOSPITAL INC","200 S CEDAR ST",SHELBYVILLE,IL,62565,2177743961,"Emergency Department",5,496,"200 S CEDAR ST
SHELBYVILLE, IL
(39.405801, -88.807113)",4
140008,"LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","MELROSE PARK",IL,60160,7084504924,"Emergency Department",25,383,"701 WEST NORTH AVE
MELROSE PARK, IL
(41.908342, -87.841101)",3
140046,"GOOD SAMARITAN REGIONAL HLTH CENTER","1 GOOD SAMARITAN WAY","MOUNT VERNON",IL,62864,6188991469,"Emergency Department",32,406,"1 GOOD SAMARITAN WAY
MOUNT VERNON, IL
(38.3149, -88.93)",3
140049,"WEST SUBURBAN MEDICAL CENTER","3 ERIE COURT","OAK PARK",IL,60302,7083836200,"Emergency Department",70,407,"3 ERIE COURT
OAK PARK, IL
(41.89184, -87.777471)",1
140054,"MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE",BERWYN,IL,60402,7087839100,"Emergency Department",17,429,"3249 SOUTH OAK PARK AVENUE
BERWYN, IL
(41.832002, -87.792783)",2
140012,"KATHERINE SHAW BETHEA HOSPITAL","403 E 1ST ST",DIXON,IL,61021,8152885531,"Emergency Department",31,370,"403 E 1ST ST
DIXON, IL
(41.84423, -89.480131)",4
140011,"HERRIN HOSPITAL","201 S 14TH ST",HERRIN,IL,62948,6189422171,"Emergency Department",22,408,"201 S 14TH ST
HERRIN, IL
(37.801613, -89.026508)",3
140048,"ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST",CHICAGO,IL,60617,7739672000,"Emergency Department",41,395,"2320 E 93RD ST
CHICAGO, IL
(41.726211, -87.56725)",3
140010,"EVANSTON HOSPITAL","2650 RIDGE AVE",EVANSTON,IL,60201,8474328000,"Emergency Department",43,499,"2650 RIDGE AVE
EVANSTON, IL
(42.0653, -87.683293)",5
140032,"ST ANTHONYS MEMORIAL HOSPITAL","503 N MAPLE STREET",EFFINGHAM,IL,62401,2173422121,"Emergency Department",11,407,"503 N MAPLE STREET
EFFINGHAM, IL
(39.124496, -88.549274)",4
140029,"COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE",AURORA,IL,60504,6308986481,"Emergency Department",48,405,"2000 OGDEN AVENUE
AURORA, IL
(41.727722, -88.268415)",5
140013,"PROCTOR HOSPITAL","5409 N KNOXVILLE AVE",PEORIA,IL,61614,3096911000,"Emergency Department",14,403,"5409 N KNOXVILLE AVE
PEORIA, IL
(40.752496, -89.593254)",2
140053,"ST JOHNS HOSPITAL","800 E CARPENTER ST",SPRINGFIELD,IL,62769,2175446464,"Emergency Department",20,474,"800 E CARPENTER ST
SPRINGFIELD, IL
(39.807289, -89.644833)",3
140034,"SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","400 NORTH PLEASANT AVENUE",CENTRALIA,IL,62801,6184366519,"Emergency Department",35,407,"400 NORTH PLEASANT AVENUE
CENTRALIA, IL
(38.530809, -89.115999)",5
140030,"SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD",ELGIN,IL,60123,8477429800,"Emergency Department",15,408,"1425 NORTH RANDALL ROAD
ELGIN, IL
(42.070221, -88.331468)",5
140043,"CGH MEDICAL CENTER","100 EAST LEFEVRE ROAD",STERLING,IL,61081,8156250400,"Emergency Department",18,409,"100 EAST LEFEVRE ROAD
STERLING, IL
(41.801549, -89.697127)",4
140093,"PRESENCE UNITED SAMARITANS MEDICAL CENTER","812 N LOGAN",DANVILLE,IL,61832,2174435000,"Emergency Department",29,406,"812 N LOGAN
DANVILLE, IL
(40.137351, -87.644912)",4
140101,"MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST",MORRIS,IL,60450,8159422932,"Emergency Department",18,407,"150 W HIGH ST
MORRIS, IL
(41.368907, -88.426016)",3
140064,"ST MARY MEDICAL CENTER","3333 NORTH SEMINARY",GALESBURG,IL,61401,3093443161,"Emergency Department",15,408,"3333 NORTH SEMINARY
GALESBURG, IL
(40.98702, -90.363609)",3
140068,"ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET",CHICAGO,IL,60628,7739953000,"Emergency Department",89,714,"45 W 111TH STREET
CHICAGO, IL
(41.692562, -87.624734)",1
140077,"TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE",CENTREVILLE,IL,62207,6183323060,"Emergency Department",62,426,"5900 BOND AVENUE
CENTREVILLE, IL
(38.571324, -90.10767)",2
140130,"NORTHWESTERN LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST",IL,60045,8472345600,"Emergency Department",12,383,"660 N WESTMORELAND ROAD
LAKE FOREST, IL
(42.252748, -87.862974)",4
140065,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","LA GRANGE",IL,60525,7083521200,"Emergency Department",19,404,"5101 S WILLOW SPRINGS RD
LA GRANGE, IL
(41.797382, -87.888407)",5
140095,"SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET",CHICAGO,IL,60623,7735211710,"Emergency Department",76,381,"2875 WEST 19TH STREET
CHICAGO, IL
(41.855538, -87.698272)",2
140113,"PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE",URBANA,IL,61801,2173372000,"Emergency Department",25,406,"1400 WEST PARK AVENUE
URBANA, IL
(40.117391, -88.227123)",3
140091,"THE CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET",URBANA,IL,61801,2173833311,"Emergency Department",26,112,"611 WEST PARK STREET
URBANA, IL
(40.117423, -88.213888)",3
140100,"MIDWESTERN REGION MED CENTER","2520 ELISHA AVENUE",ZION,IL,60099,8478724561,"Emergency Department",19,191,"2520 ELISHA AVENUE
ZION, IL
(42.44897, -87.82684)",5
140063,"RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","OAK PARK",IL,60304,7083839300,"Emergency Department",26,404,"520 S MAPLE AVE
OAK PARK, IL
(41.879026, -87.803818)",4
140083,"LORETTO HOSPITAL","645 SOUTH CENTRAL AVE",CHICAGO,IL,60644,7736264300,"Emergency Department",14,516,"645 SOUTH CENTRAL AVE
CHICAGO, IL
(41.872042, -87.764443)",3
140062,"PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","PALOS HEIGHTS",IL,60463,7089234000,"Emergency Department",34,406,"12251 SOUTH 80TH AVENUE
PALOS HEIGHTS, IL
(41.668955, -87.815976)",5
140088,"THE UNIVERSITY OF CHICAGO MEDICAL CENTER","5841 SOUTH MARYLAND",CHICAGO,IL,60637,7737021000,"Emergency Department",44,376,"5841 SOUTH MARYLAND
CHICAGO, IL
(41.787956, -87.604925)",3
140089,"MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET",MACOMB,IL,61455,3098334101,"Emergency Department",19,345,"525 EAST GRANT STREET
MACOMB, IL
(40.447907, -90.66403)",3
140110,"OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE",OTTAWA,IL,61350,8154333100,"Emergency Department",8,409,"1100 EAST NORRIS DRIVE
OTTAWA, IL
(41.356417, -88.82536)",2
140067,"SAINT FRANCIS MEDICAL CENTER","530 NE GLEN OAK AVE",PEORIA,IL,61637,3096552000,"Emergency Department",41,403,"530 NE GLEN OAK AVE
PEORIA, IL
(40.70222, -89.59106)",2
140082,"LOUIS A WEISS MEMORIAL HOSPITAL","4646 N MARINE DRIVE",CHICAGO,IL,60640,7738788700,"Emergency Department",29,385,"4646 N MARINE DRIVE
CHICAGO, IL
(41.966521, -87.648898)",1
140114,"SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE",CHICAGO,IL,60625,7738788200,"Emergency Department",29,497,"5145 N CALIFORNIA AVE
CHICAGO, IL
(41.975219, -87.698918)",3
140162,"ST JOSEPH MEDICAL CENTER","2200 E WASHINGTON",BLOOMINGTON,IL,61701,3096623311,"Emergency Department",32,407,"2200 E WASHINGTON
BLOOMINGTON, IL
(40.480118, -88.955385)",5
140103,"ST BERNARD HOSPITAL","326 W 64TH ST",CHICAGO,IL,60621,7739623900,"Emergency Department",37,406,"326 W 64TH ST
CHICAGO, IL
(41.778114, -87.633273)",1
140058,"PASSAVANT AREA HOSPITAL","1600 W WALNUT ST",JACKSONVILLE,IL,62650,2172459551,"Emergency Department",26,357,"1600 W WALNUT ST
JACKSONVILLE, IL
(39.745268, -90.259872)",3
140084,"VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD",WAUKEGAN,IL,60085,8473604000,"Emergency Department",23,396,"1324 NORTH SHERIDAN ROAD
WAUKEGAN, IL
(42.378264, -87.830964)",2
140059,"JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD",JERSEYVILLE,IL,62052,6184986402,"Emergency Department",20,750,"400 MAPLE SUMMIT ROAD
JERSEYVILLE, IL
(39.109906, -90.341622)",4
140125,"GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","GRANITE CITY",IL,62040,6187983175,"Emergency Department",23,425,"2100 MADISON AVENUE
GRANITE CITY, IL
(38.700891, -90.144958)",2
140133,"HOLY CROSS HOSPITAL","2701 W 68TH STREET",CHICAGO,IL,60629,7738849000,"Emergency Department",59,394,"2701 W 68TH STREET
CHICAGO, IL
(41.770016, -87.691622)",2
140117,"PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE",CHICAGO,IL,60631,7737748000,"Emergency Department",17,409,"7435 W TALCOTT AVENUE
CHICAGO, IL
(41.988458, -87.81257)",4
140120,"PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET",PEKIN,IL,61554,3093471151,"Emergency Department",21,386,"600 SOUTH 13TH STREET
PEKIN, IL
(40.563142, -89.633191)",2
140148,"MEMORIAL MEDICAL CENTER","701 N FIRST ST",SPRINGFIELD,IL,62781,2177883000,"Emergency Department",18,407,"701 N FIRST ST
SPRINGFIELD, IL
(39.808778, -89.654586)",2
140115,"THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD",CHICAGO,IL,60613,3125256780,"Emergency Department",5,695,"850 W IRVING PARK RD
CHICAGO, IL
(41.954556, -87.650899)",2
140150,"UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,60612,3129963900,"Emergency Department",47,395,"1740 WEST TAYLOR ST SUITE 1400
CHICAGO, IL
(41.869224, -87.670529)",1
140137,"GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR",GREENVILLE,IL,62246,6186641230,"Emergency Department",18,382,"200 HEALTHCARE DR
GREENVILLE, IL
(38.902084, -89.408675)",3
140160,"FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET",FREEPORT,IL,61032,8152354131,"Emergency Department",27,498,"1045 WEST STEPHENSON STREET
FREEPORT, IL
(42.295894, -89.637947)",3
140135,"DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET",DECATUR,IL,62526,2178778121,"Emergency Department",27,393,"2300 NORTH EDWARD STREET
DECATUR, IL
(39.866492, -88.960912)",5
140116,"CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE",MCHENRY,IL,60050,8153445000,"Emergency Department",29,415,"4201 MEDICAL CENTER DRIVE
MCHENRY, IL
(42.3189, -88.279787)",5
140127,"ADVOCATE BROMENN MEDICAL CENTER","1304 FRANKLIN AVENUE",NORMAL,IL,61761,3094541400,"Emergency Department",19,421,"1304 FRANKLIN AVENUE
NORMAL, IL
(40.496332, -88.99096)",4
140122,"ADVENTIST HINSDALE HOSPITAL","120 NORTH OAK ST",HINSDALE,IL,60521,6308569000,"Emergency Department",20,406,"120 NORTH OAK ST
HINSDALE, IL
(41.805329, -87.920062)",5
140184,"HEARTLAND REGIONAL MEDICAL CENTER","3333 W DE YOUNG",MARION,IL,62959,6189987000,"Emergency Department",23,425,"3333 W DE YOUNG
MARION, IL
(37.744891, -88.988848)",2
140176,"CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","3701 DOTY ROAD",WOODSTOCK,IL,60098,8157885823,"Emergency Department",30,405,"3701 DOTY ROAD
WOODSTOCK, IL
(42.275688, -88.398938)",4
140167,"IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET",WATSEKA,IL,60970,8154325201,"Emergency Department",15,394,"200 FAIRMAN STREET
WATSEKA, IL
(40.765541, -87.732666)",2
140143,"ST MARGARETS HOSPITAL","600 E 1ST ST","SPRING VALLEY",IL,61362,8156641176,"Emergency Department",23,478,"600 E 1ST ST
SPRING VALLEY, IL
(41.328409, -89.192633)",4
140182,"ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","836 WEST WELLINGTON AVENUE",CHICAGO,IL,60657,7739751600,"Emergency Department",54,412,"836 WEST WELLINGTON AVENUE
CHICAGO, IL
(41.936315, -87.651554)",3
140166,"ST MARYS HOSPITAL","1800 E LAKE SHORE DR",DECATUR,IL,62521,2174647000,"Emergency Department",17,459,"1800 E LAKE SHORE DR
DECATUR, IL
(39.82635, -88.93191)",3
140187,"ST ELIZABETH HOSPITAL","211 S THIRD ST",BELLEVILLE,IL,62220,6182342120,"Emergency Department",24,405,"211 S THIRD ST
BELLEVILLE, IL
(38.510755, -89.988247)",3
140200,"ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD",ELMHURST,IL,60126,6308331400,"Emergency Department",29,404,"155 EAST BRUSH HILL ROAD
ELMHURST, IL
(41.861684, -87.934295)",4
140206,"NORWEGIAN-AMERICAN HOSPITAL","1044 N FRANCISCO AVE",CHICAGO,IL,60622,7732928200,"Emergency Department",24,468,"1044 N FRANCISCO AVE
CHICAGO, IL
(41.900481, -87.699288)",1
140155,"PRESENCE ST MARYS HOSPITAL","500 W COURT ST",KANKAKEE,IL,60901,8159372490,"Emergency Department",21,394,"500 W COURT ST
KANKAKEE, IL
(41.121113, -87.871768)",3
140197,"METHODIST HOSPITAL OF CHICAGO","5025 N PAULINA STREET",CHICAGO,IL,60640,7732719040,"Emergency Department",16,262,"5025 N PAULINA STREET
CHICAGO, IL
(41.973262, -87.671141)",2
140209,"METHODIST MEDICAL CENTER OF ILLINOIS","221 N E GLEN OAK AVE",PEORIA,IL,61636,3096725522,"Emergency Department",26,365,"221 N E GLEN OAK AVE
PEORIA, IL
(40.700312, -89.594358)",4
140147,"RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST",OLNEY,IL,62450,6183952131,"Emergency Department",15,429,"800 EAST LOCUST
OLNEY, IL
(38.735021, -88.077125)",3
140208,"ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","OAK LAWN",IL,60453,7086848000,"Emergency Department",72,354,"4440 W 95TH STREET
OAK LAWN, IL
(41.720316, -87.732364)",3
140179,"LITTLE COMPANY OF MARY HOSPITAL","2800 W 95TH ST","EVERGREEN PARK",IL,60805,7084226200,"Emergency Department",75,1433,"2800 W 95TH ST
EVERGREEN PARK, IL
(41.720902, -87.691966)",2
140119,"RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY",CHICAGO,IL,60612,3129425000,"Emergency Department",43,1157,"1653 WEST CONGRESS PARKWAY
CHICAGO, IL
(41.875166, -87.66851)",5
140185,"MEMORIAL HOSPITAL","4500 MEMORIAL DRIVE",BELLEVILLE,IL,62226,6182337750,"Emergency Department",15,406,"4500 MEMORIAL DRIVE
BELLEVILLE, IL
(38.550533, -90.021168)",3
140158,"MERCY HOSPITAL AND MEDICAL CENTER","2525 S MICHIGAN AVE",CHICAGO,IL,60616,3125672000,"Emergency Department",65,416,"2525 S MICHIGAN AVE
CHICAGO, IL
(41.847053, -87.623583)",1
140186,"RIVERSIDE MEDICAL CENTER","350 N WALL ST",KANKAKEE,IL,60901,8159331671,"Emergency Department",15,385,"350 N WALL ST
KANKAKEE, IL
(41.124148, -87.882651)",4
